słowo, udział procentowy w wikipedii duńskiej, stała prawa zipfa
eksisteret, 0.00002%, 0.09189
opgaven, 0.00002%, 0.09191
produkt, 0.00002%, 0.09193
lykkes, 0.00002%, 0.09194
rikke, 0.00002%, 0.09196
utype, 0.00002%, 0.09198
klosteret, 0.00002%, 0.09194
backup, 0.00002%, 0.09190
bidrager, 0.00002%, 0.09191
sværd, 0.00002%, 0.09193
personlighed, 0.00002%, 0.09189
sikret, 0.00002%, 0.09191
fabrikker, 0.00002%, 0.09193
ic, 0.00002%, 0.09194
boksning, 0.00002%, 0.09196
gl, 0.00002%, 0.09192
indføre, 0.00002%, 0.09188
afsat, 0.00002%, 0.09190
wolf, 0.00002%, 0.09191
unionen, 0.00002%, 0.09187
lederen, 0.00002%, 0.09183
nn, 0.00002%, 0.09185
nm, 0.00002%, 0.09181
oversættelser, 0.00002%, 0.09177
dollar, 0.00002%, 0.09179
detroit, 0.00002%, 0.09181
salzburg, 0.00002%, 0.09182
jrv, 0.00002%, 0.09184
tiltag, 0.00002%, 0.09180
forår, 0.00002%, 0.09182
dinamo, 0.00002%, 0.09183
railway, 0.00002%, 0.09185
kulturer, 0.00002%, 0.09181
systems, 0.00002%, 0.09183
alaska, 0.00002%, 0.09184
rhinen, 0.00002%, 0.09186
beder, 0.00002%, 0.09188
nederlandsk, 0.00002%, 0.09184
vendt, 0.00002%, 0.09180
koloni, 0.00002%, 0.09181
antikke, 0.00002%, 0.09183
want, 0.00002%, 0.09185
kategoriprofessorer, 0.00002%, 0.09186
territorier, 0.00002%, 0.09182
vesten, 0.00002%, 0.09184
angive, 0.00002%, 0.09186
boet, 0.00002%, 0.09187
greatest, 0.00002%, 0.09189
belejringen, 0.00002%, 0.09190
grevinde, 0.00002%, 0.09187
fest, 0.00002%, 0.09188
schultz, 0.00002%, 0.09184
bryllup, 0.00002%, 0.09186
ulla, 0.00002%, 0.09187
abc, 0.00002%, 0.09189
tættere, 0.00002%, 0.09185
bolden, 0.00002%, 0.09187
season, 0.00002%, 0.09188
nødvendig, 0.00002%, 0.09184
forsvundet, 0.00002%, 0.09186
handlingen, 0.00002%, 0.09188
almindeligvis, 0.00002%, 0.09184
chefredaktør, 0.00002%, 0.09185
konkurrencer, 0.00002%, 0.09187
bird, 0.00002%, 0.09183
mærket, 0.00002%, 0.09185
iron, 0.00002%, 0.09186
symptomer, 0.00002%, 0.09188
udskilt, 0.00002%, 0.09190
son, 0.00002%, 0.09191
slutspil, 0.00002%, 0.09193
toer, 0.00002%, 0.09195
historia, 0.00002%, 0.09191
argumenter, 0.00002%, 0.09192
opretholde, 0.00002%, 0.09194
display, 0.00002%, 0.09195
ankommer, 0.00002%, 0.09197
portugisisk, 0.00002%, 0.09199
erindringer, 0.00002%, 0.09200
options, 0.00002%, 0.09202
mer, 0.00002%, 0.09204
thompson, 0.00002%, 0.09200
syg, 0.00002%, 0.09201
syge, 0.00002%, 0.09203
årstal, 0.00002%, 0.09199
barry, 0.00002%, 0.09201
gruppespil, 0.00002%, 0.09202
discipliner, 0.00002%, 0.09198
situationer, 0.00002%, 0.09200
enorme, 0.00002%, 0.09201
tusinde, 0.00002%, 0.09203
biografier, 0.00002%, 0.09205
fiktiv, 0.00002%, 0.09206
antarktis, 0.00002%, 0.09202
turen, 0.00002%, 0.09198
conference, 0.00002%, 0.09200
påvirkning, 0.00002%, 0.09196
jomfru, 0.00002%, 0.09198
tyrkisk, 0.00002%, 0.09199
reventlow, 0.00002%, 0.09201
pilot, 0.00002%, 0.09202
arkiveret, 0.00002%, 0.09198
vejer, 0.00002%, 0.09200
nounknown, 0.00002%, 0.09202
betyde, 0.00002%, 0.09198
betingelser, 0.00002%, 0.09199
andenpladsen, 0.00002%, 0.09201
omfatte, 0.00002%, 0.09197
control, 0.00002%, 0.09199
antyder, 0.00002%, 0.09200
præsidentvalget, 0.00002%, 0.09202
jay, 0.00002%, 0.09203
malaysia, 0.00002%, 0.09194
mai, 0.00002%, 0.09195
reglen, 0.00002%, 0.09191
militæret, 0.00002%, 0.09193
bevis, 0.00002%, 0.09195
komplekse, 0.00002%, 0.09190
egenskab, 0.00002%, 0.09192
choice, 0.00002%, 0.09194
input, 0.00002%, 0.09190
budapest, 0.00002%, 0.09191
andrej, 0.00002%, 0.09193
henseende, 0.00002%, 0.09189
interesserede, 0.00002%, 0.09190
augusta, 0.00002%, 0.09192
es, 0.00002%, 0.09194
gone, 0.00002%, 0.09184
add, 0.00002%, 0.09180
ancient, 0.00002%, 0.09176
forstås, 0.00002%, 0.09177
dansksprogedeforfatterefradanmark, 0.00002%, 0.09179
andres, 0.00002%, 0.09175
normandiet, 0.00002%, 0.09177
rådet, 0.00002%, 0.09178
omtaler, 0.00002%, 0.09174
celler, 0.00002%, 0.09176
philippe, 0.00002%, 0.09172
made, 0.00002%, 0.09173
filmene, 0.00002%, 0.09169
byrådet, 0.00002%, 0.09171
holdets, 0.00002%, 0.09172
industrielle, 0.00002%, 0.09168
kredsen, 0.00002%, 0.09170
fremstår, 0.00002%, 0.09172
diskutere, 0.00002%, 0.09173
dukkede, 0.00002%, 0.09175
beredne, 0.00002%, 0.09176
ethvert, 0.00002%, 0.09172
churchill, 0.00002%, 0.09174
kunstmaler, 0.00002%, 0.09176
ærkebiskop, 0.00002%, 0.09171
names, 0.00002%, 0.09173
basketball, 0.00002%, 0.09175
spillerne, 0.00002%, 0.09176
kunstneren, 0.00002%, 0.09172
læsning, 0.00002%, 0.09174
tove, 0.00002%, 0.09175
firenze, 0.00002%, 0.09177
sudan, 0.00002%, 0.09179
khan, 0.00002%, 0.09180
marius, 0.00002%, 0.09182
iver, 0.00002%, 0.09184
maks, 0.00002%, 0.09185
frederikssund, 0.00002%, 0.09187
malta, 0.00002%, 0.09183
discogs, 0.00002%, 0.09184
off, 0.00002%, 0.09180
dø, 0.00002%, 0.09170
ar, 0.00002%, 0.09166
birmingham, 0.00002%, 0.09168
metropolitan, 0.00002%, 0.09169
dygtig, 0.00002%, 0.09171
peger, 0.00002%, 0.09167
laveste, 0.00002%, 0.09168
udsagn, 0.00002%, 0.09170
building, 0.00002%, 0.09172
korttilkirken, 0.00002%, 0.09173
kritikere, 0.00002%, 0.09169
lind, 0.00002%, 0.09171
formen, 0.00002%, 0.09172
karsten, 0.00002%, 0.09168
talk, 0.00002%, 0.09170
transfermarkt, 0.00002%, 0.09171
kanaler, 0.00002%, 0.09167
kritiske, 0.00002%, 0.09169
præstø, 0.00002%, 0.09170
offensiv, 0.00002%, 0.09172
soul, 0.00002%, 0.09174
takket, 0.00002%, 0.09170
præsidenten, 0.00002%, 0.09171
marx, 0.00002%, 0.09173
verlag, 0.00002%, 0.09174
vare, 0.00002%, 0.09170
navnene, 0.00002%, 0.09172
prize, 0.00002%, 0.09173
future, 0.00002%, 0.09169
ugen, 0.00002%, 0.09171
håndværk, 0.00002%, 0.09172
ombygning, 0.00002%, 0.09174
bus, 0.00002%, 0.09176
play, 0.00002%, 0.09177
tina, 0.00002%, 0.09179
dean, 0.00002%, 0.09180
templates, 0.00002%, 0.09182
holdninger, 0.00002%, 0.09178
ditalia, 0.00002%, 0.09179
helhed, 0.00002%, 0.09175
kendetegn, 0.00002%, 0.09177
faktorer, 0.00002%, 0.09178
joan, 0.00002%, 0.09180
kategoriøer, 0.00002%, 0.09182
rangering, 0.00002%, 0.09183
bygden, 0.00002%, 0.09185
valencia, 0.00002%, 0.09186
tildelte, 0.00002%, 0.09176
karakteristisk, 0.00002%, 0.09172
shanghai, 0.00002%, 0.09174
plantage, 0.00002%, 0.09175
strategi, 0.00002%, 0.09171
ekstremt, 0.00002%, 0.09167
konkret, 0.00002%, 0.09163
behandlet, 0.00002%, 0.09165
dybe, 0.00002%, 0.09166
rykke, 0.00002%, 0.09162
mogensen, 0.00002%, 0.09163
sædvanligvis, 0.00002%, 0.09165
mødet, 0.00002%, 0.09167
kenya, 0.00002%, 0.09168
præsten, 0.00002%, 0.09170
playstation, 0.00002%, 0.09171
sophus, 0.00002%, 0.09173
oprettes, 0.00002%, 0.09169
gilbert, 0.00002%, 0.09170
statue, 0.00002%, 0.09166
myndighederne, 0.00002%, 0.09168
ernest, 0.00002%, 0.09169
resultaterne, 0.00002%, 0.09165
vurdere, 0.00002%, 0.09167
rekorder, 0.00002%, 0.09168
præster, 0.00002%, 0.09164
rafael, 0.00002%, 0.09166
fiat, 0.00002%, 0.09167
culture, 0.00002%, 0.09163
leverede, 0.00002%, 0.09165
respekt, 0.00002%, 0.09160
newcastle, 0.00002%, 0.09150
monte, 0.00002%, 0.09152
nomineringer, 0.00002%, 0.09148
got, 0.00002%, 0.09149
venskabskamp, 0.00002%, 0.09151
silver, 0.00002%, 0.09147
håndboldlandshold, 0.00002%, 0.09148
nært, 0.00002%, 0.09144
mellemrum, 0.00002%, 0.09146
ma, 0.00002%, 0.09147
forholdene, 0.00002%, 0.09143
accepterede, 0.00002%, 0.09145
population, 0.00002%, 0.09146
blom, 0.00002%, 0.09148
blad, 0.00002%, 0.09143
søs, 0.00002%, 0.09145
vinter, 0.00002%, 0.09147
pelle, 0.00002%, 0.09148
featuring, 0.00002%, 0.09150
sene, 0.00002%, 0.09146
grace, 0.00002%, 0.09147
skød, 0.00002%, 0.09149
forside, 0.00002%, 0.09144
retter, 0.00002%, 0.09146
udmærket, 0.00002%, 0.09148
hotellet, 0.00002%, 0.09143
etiopien, 0.00002%, 0.09145
optagelserne, 0.00002%, 0.09146
kategorifloder, 0.00002%, 0.09142
soundtrack, 0.00002%, 0.09138
fighting, 0.00002%, 0.09140
redigere, 0.00002%, 0.09135
handle, 0.00002%, 0.09137
heritage, 0.00002%, 0.09138
landsdækkende, 0.00002%, 0.09140
folketingsmedlem, 0.00002%, 0.09142
cite, 0.00002%, 0.09143
sidenhen, 0.00002%, 0.09139
pladen, 0.00002%, 0.09140
episoden, 0.00002%, 0.09142
aspekter, 0.00002%, 0.09138
positivt, 0.00002%, 0.09139
militært, 0.00002%, 0.09141
fiktive, 0.00002%, 0.09142
haver, 0.00002%, 0.09144
belgisk, 0.00002%, 0.09140
lhademmor, 0.00002%, 0.09141
joakim, 0.00002%, 0.09137
ordene, 0.00002%, 0.09139
blokering, 0.00002%, 0.09140
relationer, 0.00002%, 0.09136
holmes, 0.00002%, 0.09137
siderne, 0.00002%, 0.09133
cole, 0.00002%, 0.09135
fæstningen, 0.00002%, 0.09136
kategoriborgmestre, 0.00002%, 0.09138
vuelta, 0.00002%, 0.09133
community, 0.00002%, 0.09135
retninger, 0.00002%, 0.09137
flandern, 0.00002%, 0.09138
kansas, 0.00002%, 0.09134
flyve, 0.00002%, 0.09135
freja, 0.00002%, 0.09137
japanerne, 0.00002%, 0.09139
zoo, 0.00002%, 0.09134
igor, 0.00002%, 0.09136
begrænsede, 0.00002%, 0.09131
adel, 0.00002%, 0.09133
edgar, 0.00002%, 0.09135
machine, 0.00002%, 0.09130
ix, 0.00002%, 0.09132
biflod, 0.00002%, 0.09133
mandat, 0.00002%, 0.09135
kaldtes, 0.00002%, 0.09131
nederst, 0.00002%, 0.09132
presse, 0.00002%, 0.09134
need, 0.00002%, 0.09135
spise, 0.00002%, 0.09137
portugisiske, 0.00002%, 0.09138
colorado, 0.00002%, 0.09140
schleswigholstein, 0.00002%, 0.09142
markerer, 0.00002%, 0.09137
area, 0.00002%, 0.09139
seværdigheder, 0.00002%, 0.09134
biologiske, 0.00002%, 0.09136
mands, 0.00002%, 0.09138
kommunalvalget, 0.00002%, 0.09139
nordkorea, 0.00002%, 0.09135
hartmann, 0.00002%, 0.09136
nettet, 0.00002%, 0.09138
gennemgik, 0.00002%, 0.09134
væsen, 0.00002%, 0.09135
sjællandske, 0.00002%, 0.09137
katedralskole, 0.00002%, 0.09132
ophørti, 0.00002%, 0.09134
digtet, 0.00002%, 0.09130
kræft, 0.00002%, 0.09131
barnebarn, 0.00002%, 0.09133
hoffet, 0.00002%, 0.09134
gearkasse, 0.00002%, 0.09136
katrine, 0.00002%, 0.09131
båden, 0.00002%, 0.09133
hovedbyen, 0.00002%, 0.09134
roma, 0.00002%, 0.09136
magic, 0.00002%, 0.09132
matematiker, 0.00002%, 0.09133
capital, 0.00002%, 0.09135
landbruget, 0.00002%, 0.09130
indebærer, 0.00002%, 0.09132
gifte, 0.00002%, 0.09134
karin, 0.00002%, 0.09135
debatten, 0.00002%, 0.09137
republikanske, 0.00002%, 0.09138
højest, 0.00002%, 0.09134
herudover, 0.00002%, 0.09135
repræsentere, 0.00002%, 0.09137
komiker, 0.00002%, 0.09138
stål, 0.00002%, 0.09140
forsiden, 0.00002%, 0.09136
temaer, 0.00002%, 0.09137
kvinderne, 0.00002%, 0.09139
påvirke, 0.00002%, 0.09140
theory, 0.00002%, 0.09142
beløb, 0.00002%, 0.09137
holdkonkurrencen, 0.00002%, 0.09139
skribent, 0.00002%, 0.09135
turneringens, 0.00002%, 0.09136
udnytte, 0.00002%, 0.09132
gennemsnitlige, 0.00002%, 0.09133
tiderne, 0.00002%, 0.09135
kampagne, 0.00002%, 0.09130
domineret, 0.00002%, 0.09132
dommere, 0.00002%, 0.09134
skyde, 0.00002%, 0.09135
partner, 0.00002%, 0.09137
education, 0.00002%, 0.09132
round, 0.00002%, 0.09134
rigt, 0.00002%, 0.09129
full, 0.00002%, 0.09131
filippinerne, 0.00002%, 0.09127
effektivt, 0.00002%, 0.09128
encyklopædi, 0.00002%, 0.09130
håndtere, 0.00002%, 0.09131
konsekvens, 0.00002%, 0.09133
ungarske, 0.00002%, 0.09134
scottish, 0.00002%, 0.09136
galt, 0.00002%, 0.09131
shows, 0.00002%, 0.09133
slutning, 0.00002%, 0.09128
alperne, 0.00002%, 0.09130
hugh, 0.00002%, 0.09126
hemmelighed, 0.00002%, 0.09127
beslutninger, 0.00002%, 0.09123
eg, 0.00002%, 0.09124
omend, 0.00002%, 0.09126
løbe, 0.00002%, 0.09127
meningen, 0.00002%, 0.09129
works, 0.00002%, 0.09130
mick, 0.00002%, 0.09132
kortvarigt, 0.00002%, 0.09127
forhenværende, 0.00002%, 0.09129
ejendommen, 0.00002%, 0.09131
emilie, 0.00002%, 0.09132
bekræftede, 0.00002%, 0.09128
voldsomme, 0.00002%, 0.09129
drikke, 0.00002%, 0.09125
paven, 0.00002%, 0.09114
sony, 0.00002%, 0.09116
storbritanniens, 0.00002%, 0.09117
johansson, 0.00002%, 0.09119
erobring, 0.00002%, 0.09114
hald, 0.00002%, 0.09116
byggeri, 0.00002%, 0.09112
økonomien, 0.00002%, 0.09113
syddanmark, 0.00002%, 0.09115
stoffet, 0.00002%, 0.09116
wang, 0.00002%, 0.09118
indb, 0.00002%, 0.09119
drøm, 0.00002%, 0.09115
øgede, 0.00002%, 0.09116
computerspil, 0.00002%, 0.09118
løfte, 0.00002%, 0.09113
carter, 0.00002%, 0.09115
ledes, 0.00002%, 0.09110
cathrine, 0.00002%, 0.09112
dalen, 0.00002%, 0.09113
midtbane, 0.00002%, 0.09115
oprykning, 0.00002%, 0.09117
produceres, 0.00002%, 0.09112
specifikt, 0.00002%, 0.09108
guinea, 0.00002%, 0.09109
isen, 0.00002%, 0.09111
kirkegården, 0.00002%, 0.09112
kaas, 0.00002%, 0.09114
nordligste, 0.00002%, 0.09109
brudt, 0.00002%, 0.09111
tidsskrifter, 0.00002%, 0.09112
forgæves, 0.00002%, 0.09114
kvinden, 0.00002%, 0.09115
betalte, 0.00002%, 0.09111
augustus, 0.00002%, 0.09112
vegas, 0.00002%, 0.09114
middelalderlige, 0.00002%, 0.09109
br, 0.00002%, 0.09111
helene, 0.00002%, 0.09112
kategorisovjetiske, 0.00002%, 0.09114
elektroniske, 0.00002%, 0.09109
bakterier, 0.00002%, 0.09105
campbell, 0.00002%, 0.09106
nordirland, 0.00002%, 0.09102
cc, 0.00002%, 0.09097
integreret, 0.00002%, 0.09093
erfaringer, 0.00002%, 0.09094
pattedyr, 0.00002%, 0.09096
kbh, 0.00002%, 0.09098
nicholas, 0.00002%, 0.09099
rapper, 0.00002%, 0.09101
motiv, 0.00002%, 0.09102
kategorikategorier, 0.00002%, 0.09104
udskiftet, 0.00002%, 0.09099
claude, 0.00002%, 0.09101
alkohol, 0.00002%, 0.09102
kategorinobelprismodtagere, 0.00002%, 0.09104
symfonier, 0.00002%, 0.09105
skriftlige, 0.00002%, 0.09101
aserbajdsjan, 0.00002%, 0.09102
øjeblik, 0.00002%, 0.09104
third, 0.00002%, 0.09105
hovedbygningen, 0.00002%, 0.09107
opfordrede, 0.00002%, 0.09102
peters, 0.00002%, 0.09104
motoren, 0.00002%, 0.09105
mht, 0.00002%, 0.09101
hørsholm, 0.00002%, 0.09102
cypern, 0.00002%, 0.09098
acceptere, 0.00002%, 0.09099
folkeafstemning, 0.00002%, 0.09095
universitets, 0.00002%, 0.09096
floderne, 0.00002%, 0.09098
nice, 0.00002%, 0.09099
præstation, 0.00002%, 0.09101
juventus, 0.00002%, 0.09102
pokmon, 0.00002%, 0.09104
uno, 0.00002%, 0.09099
georgien, 0.00002%, 0.09095
daily, 0.00002%, 0.09096
alignright, 0.00002%, 0.09098
att, 0.00002%, 0.09099
olympic, 0.00002%, 0.09101
ku, 0.00002%, 0.09096
musikkonservatorium, 0.00002%, 0.09098
tingene, 0.00002%, 0.09099
nordic, 0.00002%, 0.09101
underviser, 0.00002%, 0.09102
kirkelige, 0.00002%, 0.09104
ronald, 0.00002%, 0.09105
berører, 0.00002%, 0.09107
imens, 0.00002%, 0.09108
verdensplan, 0.00002%, 0.09104
fynske, 0.00002%, 0.09105
herved, 0.00002%, 0.09107
legend, 0.00002%, 0.09108
eus, 0.00002%, 0.09104
felttog, 0.00002%, 0.09105
princip, 0.00002%, 0.09100
placere, 0.00002%, 0.09102
them, 0.00002%, 0.09103
mønter, 0.00002%, 0.09105
atlantic, 0.00002%, 0.09107
pedro, 0.00002%, 0.09102
genvalgt, 0.00002%, 0.09103
redigering, 0.00002%, 0.09105
befandt, 0.00002%, 0.09106
handlede, 0.00002%, 0.09102
regent, 0.00002%, 0.09103
kat, 0.00002%, 0.09105
nordjyllands, 0.00002%, 0.09106
hallen, 0.00002%, 0.09108
trone, 0.00002%, 0.09103
afbrudt, 0.00002%, 0.09099
sevilla, 0.00002%, 0.09100
gymnasiet, 0.00002%, 0.09102
edit, 0.00002%, 0.09103
hensigt, 0.00002%, 0.09099
diana, 0.00002%, 0.09100
markante, 0.00002%, 0.09096
adresse, 0.00002%, 0.09097
jennifer, 0.00002%, 0.09099
brigadegeneral, 0.00002%, 0.09100
vibeke, 0.00001%, 0.09095
must, 0.00001%, 0.09097
atltico, 0.00001%, 0.09098
virksomhedens, 0.00001%, 0.09094
hovedby, 0.00001%, 0.09089
output, 0.00001%, 0.09091
åen, 0.00001%, 0.09092
lokaler, 0.00001%, 0.09094
uafgjort, 0.00001%, 0.09095
dokumentation, 0.00001%, 0.09091
russerne, 0.00001%, 0.09092
indsatte, 0.00001%, 0.09094
beatles, 0.00001%, 0.09095
mississippi, 0.00001%, 0.09090
huske, 0.00001%, 0.09092
køber, 0.00001%, 0.09093
regner, 0.00001%, 0.09095
ambassade, 0.00001%, 0.09096
hidtidige, 0.00001%, 0.09092
udgik, 0.00001%, 0.09093
skjold, 0.00001%, 0.09095
anklaget, 0.00001%, 0.09096
terry, 0.00001%, 0.09098
grundspil, 0.00001%, 0.09099
insekter, 0.00001%, 0.09095
magdalene, 0.00001%, 0.09096
anser, 0.00001%, 0.09091
pund, 0.00001%, 0.09093
satellitkratere, 0.00001%, 0.09094
fremgang, 0.00001%, 0.09090
unesco, 0.00001%, 0.09091
ballet, 0.00001%, 0.09093
louisiana, 0.00001%, 0.09094
indirekte, 0.00001%, 0.09096
rundhøj, 0.00001%, 0.09097
leonard, 0.00001%, 0.09093
larry, 0.00001%, 0.09088
doctor, 0.00001%, 0.09089
kyiv, 0.00001%, 0.09091
strategisk, 0.00001%, 0.09092
ibn, 0.00001%, 0.09094
hævn, 0.00001%, 0.09095
folkeslag, 0.00001%, 0.09091
opfordring, 0.00001%, 0.09092
abu, 0.00001%, 0.09094
cornelius, 0.00001%, 0.09095
kongres, 0.00001%, 0.09091
kategoriamerikanere, 0.00001%, 0.09092
dokumentar, 0.00001%, 0.09094
rd, 0.00001%, 0.09089
kommission, 0.00001%, 0.09090
socialdemokratiske, 0.00001%, 0.09086
bestemme, 0.00001%, 0.09087
donau, 0.00001%, 0.09089
memorial, 0.00001%, 0.09090
efterladt, 0.00001%, 0.09085
embedet, 0.00001%, 0.09087
hjernen, 0.00001%, 0.09088
efterfulgte, 0.00001%, 0.09090
away, 0.00001%, 0.09091
pan, 0.00001%, 0.09093
unionens, 0.00001%, 0.09088
parter, 0.00001%, 0.09084
fauna, 0.00001%, 0.09085
tredjedel, 0.00001%, 0.09080
dækkede, 0.00001%, 0.09082
forårsaget, 0.00001%, 0.09083
konstantinopel, 0.00001%, 0.09085
committee, 0.00001%, 0.09086
centimeter, 0.00001%, 0.09082
brønderslev, 0.00001%, 0.09083
kvartfinaler, 0.00001%, 0.09085
bange, 0.00001%, 0.09080
effektiv, 0.00001%, 0.09081
lands, 0.00001%, 0.09083
susan, 0.00001%, 0.09084
hovedgård, 0.00001%, 0.09086
grosserer, 0.00001%, 0.09087
rsssf, 0.00001%, 0.09089
oklahoma, 0.00001%, 0.09084
områderne, 0.00001%, 0.09079
beslægtet, 0.00001%, 0.09081
sign, 0.00001%, 0.09082
katolsk, 0.00001%, 0.09084
israels, 0.00001%, 0.09085
lovende, 0.00001%, 0.09087
oversætter, 0.00001%, 0.09082
paulus, 0.00001%, 0.09083
overgangen, 0.00001%, 0.09085
rovers, 0.00001%, 0.09086
bestyrelsesmedlem, 0.00001%, 0.09088
etårsperiode, 0.00001%, 0.09089
rosenborg, 0.00001%, 0.09085
riis, 0.00001%, 0.09086
montreal, 0.00001%, 0.09088
antwerpen, 0.00001%, 0.09089
skriv, 0.00001%, 0.09084
willy, 0.00001%, 0.09086
krogh, 0.00001%, 0.09087
perv, 0.00001%, 0.09089
beskæftigede, 0.00001%, 0.09084
kammermusik, 0.00001%, 0.09086
udnævnte, 0.00001%, 0.09087
samles, 0.00001%, 0.09088
thorvald, 0.00001%, 0.09090
nemmere, 0.00001%, 0.09085
eleverne, 0.00001%, 0.09087
måneders, 0.00001%, 0.09088
roland, 0.00001%, 0.09090
opsat, 0.00001%, 0.09091
planlagte, 0.00001%, 0.09086
month, 0.00001%, 0.09088
rick, 0.00001%, 0.09089
invasionen, 0.00001%, 0.09085
åbenbart, 0.00001%, 0.09086
hånden, 0.00001%, 0.09087
rykket, 0.00001%, 0.09089
stik, 0.00001%, 0.09084
michelle, 0.00001%, 0.09086
samler, 0.00001%, 0.09087
saxo, 0.00001%, 0.09082
bøgerne, 0.00001%, 0.09084
menneskelig, 0.00001%, 0.09079
benævnt, 0.00001%, 0.09081
masser, 0.00001%, 0.09082
nutiden, 0.00001%, 0.09083
kristi, 0.00001%, 0.09085
si, 0.00001%, 0.09086
still, 0.00001%, 0.09088
symboler, 0.00001%, 0.09083
file, 0.00001%, 0.09085
fænomen, 0.00001%, 0.09086
kategorierhvervsfolk, 0.00001%, 0.09088
evolution, 0.00001%, 0.09083
tilslutning, 0.00001%, 0.09084
frost, 0.00001%, 0.09086
viii, 0.00001%, 0.09087
indikerer, 0.00001%, 0.09089
rejsende, 0.00001%, 0.09090
fastlandet, 0.00001%, 0.09092
præmie, 0.00001%, 0.09093
stykket, 0.00001%, 0.09094
wanderers, 0.00001%, 0.09096
delstater, 0.00001%, 0.09091
cant, 0.00001%, 0.09093
uss, 0.00001%, 0.09094
sne, 0.00001%, 0.09089
stan, 0.00001%, 0.09091
biblioteket, 0.00001%, 0.09092
autonome, 0.00001%, 0.09087
gate, 0.00001%, 0.09089
sandsynligt, 0.00001%, 0.09084
venskab, 0.00001%, 0.09086
riddereafdannebrog, 0.00001%, 0.09087
armenien, 0.00001%, 0.09082
magi, 0.00001%, 0.09084
teolog, 0.00001%, 0.09085
boulevard, 0.00001%, 0.09087
hell, 0.00001%, 0.09088
catherine, 0.00001%, 0.09090
ob, 0.00001%, 0.09085
behandles, 0.00001%, 0.09086
wimbledon, 0.00001%, 0.09088
deep, 0.00001%, 0.09083
hændelser, 0.00001%, 0.09084
smalle, 0.00001%, 0.09086
values, 0.00001%, 0.09087
flad, 0.00001%, 0.09082
frugt, 0.00001%, 0.09084
platform, 0.00001%, 0.09085
forelsket, 0.00001%, 0.09087
factor, 0.00001%, 0.09088
adelige, 0.00001%, 0.09083
sideløbende, 0.00001%, 0.09079
svendsen, 0.00001%, 0.09080
adskilte, 0.00001%, 0.09081
variationer, 0.00001%, 0.09083
kategorijurister, 0.00001%, 0.09084
karakterer, 0.00001%, 0.09086
marcel, 0.00001%, 0.09081
folkets, 0.00001%, 0.09082
glasgow, 0.00001%, 0.09084
konservativ, 0.00001%, 0.09085
kurs, 0.00001%, 0.09087
cycling, 0.00001%, 0.09088
landskaber, 0.00001%, 0.09083
broer, 0.00001%, 0.09085
bestå, 0.00001%, 0.09080
åbning, 0.00001%, 0.09082
jævnligt, 0.00001%, 0.09083
oplever, 0.00001%, 0.09084
passe, 0.00001%, 0.09086
stalin, 0.00001%, 0.09087
nordens, 0.00001%, 0.09082
perry, 0.00001%, 0.09084
bros, 0.00001%, 0.09085
stifter, 0.00001%, 0.09081
havets, 0.00001%, 0.09082
perspektiv, 0.00001%, 0.09083
islamiske, 0.00001%, 0.09085
cover, 0.00001%, 0.09086
nordsøen, 0.00001%, 0.09081
minimum, 0.00001%, 0.09083
alderen, 0.00001%, 0.09084
against, 0.00001%, 0.09080
kommerciel, 0.00001%, 0.09081
fødte, 0.00001%, 0.09082
fremstillede, 0.00001%, 0.09084
vogne, 0.00001%, 0.09085
nor, 0.00001%, 0.09087
celtic, 0.00001%, 0.09088
hitlers, 0.00001%, 0.09083
optog, 0.00001%, 0.09085
opførelse, 0.00001%, 0.09086
tilpasset, 0.00001%, 0.09081
jer, 0.00001%, 0.09076
protest, 0.00001%, 0.09078
eds, 0.00001%, 0.09079
mind, 0.00001%, 0.09081
eastern, 0.00001%, 0.09082
pink, 0.00001%, 0.09084
kommissionen, 0.00001%, 0.09085
tilbageværende, 0.00001%, 0.09080
stenen, 0.00001%, 0.09082
udgravninger, 0.00001%, 0.09077
steffen, 0.00001%, 0.09078
varm, 0.00001%, 0.09080
pacific, 0.00001%, 0.09081
inklusiv, 0.00001%, 0.09076
påvirker, 0.00001%, 0.09078
fjenden, 0.00001%, 0.09079
besiddelser, 0.00001%, 0.09081
liters, 0.00001%, 0.09082
terræn, 0.00001%, 0.09071
bredden, 0.00001%, 0.09072
husum, 0.00001%, 0.09074
identificere, 0.00001%, 0.09075
fredensborg, 0.00001%, 0.09077
samsø, 0.00001%, 0.09072
havne, 0.00001%, 0.09073
vandtårn, 0.00001%, 0.09075
brahe, 0.00001%, 0.09076
ankomst, 0.00001%, 0.09077
loop, 0.00001%, 0.09079
socialistiske, 0.00001%, 0.09074
sådant, 0.00001%, 0.09075
ravn, 0.00001%, 0.09077
php, 0.00001%, 0.09078
folks, 0.00001%, 0.09073
engagement, 0.00001%, 0.09075
keyboard, 0.00001%, 0.09076
look, 0.00001%, 0.09071
medarbejder, 0.00001%, 0.09073
konklusion, 0.00001%, 0.09074
self, 0.00001%, 0.09076
qatar, 0.00001%, 0.09071
nova, 0.00001%, 0.09072
sekund, 0.00001%, 0.09074
ireland, 0.00001%, 0.09075
pastorat, 0.00001%, 0.09076
ane, 0.00001%, 0.09071
tildeles, 0.00001%, 0.09073
springer, 0.00001%, 0.09074
hawaii, 0.00001%, 0.09076
områdets, 0.00001%, 0.09071
afhandlinger, 0.00001%, 0.09072
